"written_rep_a"	"lex_entry_a"	"sense_a"	"trans"	"sense_b"	"lex_entry_b"	"written_rep_b"	"POS"
"alpino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/alpino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alpino_alpino-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alpino_alpino-adj-es-sense-alpino_alpino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alpino_alpino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/alpino-adj-an"	"alpino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"alternativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/alternativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alternativo_alternativo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alternativo_alternativo-adj-es-sense-alternativo_alternativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alternativo_alternativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/alternativo-adj-an"	"alternativo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"alterno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/alterno-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alterno_alterno-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alterno_alterno-adj-es-sense-alterno_alterno-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alterno_alterno-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/alterno-adj-an"	"alterno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"alto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/alto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alto_alto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alto_alto-adj-es-sense-alto_alto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/alto_alto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/alto-adj-an"	"alto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"amigo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/amigo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amigo_amigo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amigo_amigo-adj-es-sense-amigo_amigo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amigo_amigo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/amigo-adj-an"	"amigo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"amistoso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/amistoso-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amistoso_amistoso-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amistoso_amistoso-adj-es-sense-amistoso_amistoso-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amistoso_amistoso-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/amistoso-adj-an"	"amistoso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"anaerobio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/anaerobio-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anaerobio_anaerobio-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anaerobio_anaerobio-adj-es-sense-anaerobio_anaerobio-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anaerobio_anaerobio-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/anaerobio-adj-an"	"anaerobio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"anejo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/anejo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anejo_anejo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anejo_anejo-adj-es-sense-anejo_anejo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anejo_anejo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/anejo-adj-an"	"anejo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"anómalo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/an%C3%B3malo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/an%C3%B3malo_an%C3%B3malo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/an%C3%B3malo_an%C3%B3malo-adj-es-sense-an%C3%B3malo_an%C3%B3malo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/an%C3%B3malo_an%C3%B3malo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/an%C3%B3malo-adj-an"	"anómalo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"aproximado"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/aproximado-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aproximado_aproximado-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aproximado_aproximado-adj-es-sense-aproximado_aproximado-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aproximado_aproximado-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/aproximado-adj-an"	"aproximado"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"arenoso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/arenoso-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arenoso_arenoso-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arenoso_arenoso-adj-es-sense-arenoso_arenoso-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arenoso_arenoso-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/arenoso-adj-an"	"arenoso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"ario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ario_ario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ario_ario-adj-es-sense-ario_ario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ario_ario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ario-adj-an"	"ario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"armenio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/armenio-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armenio_armenio-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armenio_armenio-adj-es-sense-armenio_armenio-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armenio_armenio-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/armenio-adj-an"	"armenio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"artesano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/artesano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/artesano_artesano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/artesano_artesano-adj-es-sense-artesano_artesano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/artesano_artesano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/artesano-adj-an"	"artesano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"ateo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ateo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ateo_ateo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ateo_ateo-adj-es-sense-ateo_ateo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ateo_ateo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ateo-adj-an"	"ateo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"atlético"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/atl%C3%A9tico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/atl%C3%A9tico_atl%C3%A9tico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/atl%C3%A9tico_atl%C3%A9tico-adj-es-sense-atl%C3%A9tico_atl%C3%A9tico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/atl%C3%A9tico_atl%C3%A9tico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/atl%C3%A9tico-adj-an"	"atlético"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"autóctono"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/aut%C3%B3ctono-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3ctono_aut%C3%B3ctono-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3ctono_aut%C3%B3ctono-adj-es-sense-aut%C3%B3ctono_aut%C3%B3ctono-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3ctono_aut%C3%B3ctono-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/aut%C3%B3ctono-adj-an"	"autóctono"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"autodidacto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/autodidacto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autodidacto_autodidacto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autodidacto_autodidacto-adj-es-sense-autodidacto_autodidacto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autodidacto_autodidacto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/autodidacto-adj-an"	"autodidacto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"autónomo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/aut%C3%B3nomo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3nomo_aut%C3%B3nomo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3nomo_aut%C3%B3nomo-adj-es-sense-aut%C3%B3nomo_aut%C3%B3nomo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/aut%C3%B3nomo_aut%C3%B3nomo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/aut%C3%B3nomo-adj-an"	"autónomo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"autoritario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/autoritario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autoritario_autoritario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autoritario_autoritario-adj-es-sense-autoritario_autoritario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autoritario_autoritario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/autoritario-adj-an"	"autoritario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bananero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bananero-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bananero_bananero-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bananero_bananero-adj-es-sense-bananero_bananero-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bananero_bananero-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bananero-adj-an"	"bananero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bancario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bancario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bancario_bancario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bancario_bancario-adj-es-sense-bancario_bancario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bancario_bancario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bancario-adj-an"	"bancario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bárbaro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/b%C3%A1rbaro-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A1rbaro_b%C3%A1rbaro-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A1rbaro_b%C3%A1rbaro-adj-es-sense-b%C3%A1rbaro_b%C3%A1rbaro-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A1rbaro_b%C3%A1rbaro-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/b%C3%A1rbaro-adj-an"	"bárbaro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bello"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bello-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bello_bello-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bello_bello-adj-es-sense-bello_bello-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bello_bello-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bello-adj-an"	"bello"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"benigno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/benigno-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/benigno_benigno-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/benigno_benigno-adj-es-sense-benigno_benigno-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/benigno_benigno-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/benigno-adj-an"	"benigno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bombardero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bombardero-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bombardero_bombardero-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bombardero_bombardero-adj-es-sense-bombardero_bombardero-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bombardero_bombardero-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bombardero-adj-an"	"bombardero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bonito"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bonito-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bonito_bonito-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bonito_bonito-adj-es-sense-bonito_bonito-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bonito_bonito-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bonito-adj-an"	"bonito"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"botánico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bot%C3%A1nico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-adj-es-sense-bot%C3%A1nico_bot%C3%A1nico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bot%C3%A1nico-adj-an"	"botánico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bravo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bravo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bravo_bravo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bravo_bravo-adj-es-sense-bravo_bravo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bravo_bravo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bravo-adj-an"	"bravo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bueno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bueno-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bueno_bueno-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bueno_bueno-adj-es-sense-bueno_bueno-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bueno_bueno-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bueno-adj-an"	"bueno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caduco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/caduco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caduco_caduco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caduco_caduco-adj-es-sense-caduco_caduco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caduco_caduco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/caduco-adj-an"	"caduco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cardiaco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cardiaco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cardiaco_cardiaco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cardiaco_cardiaco-adj-es-sense-cardiaco_cardiaco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cardiaco_cardiaco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cardiaco-adj-an"	"cardiaco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caritativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/caritativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritativo_caritativo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritativo_caritativo-adj-es-sense-caritativo_caritativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caritativo_caritativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/caritativo-adj-an"	"caritativo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"casto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/casto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/casto_casto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/casto_casto-adj-es-sense-casto_casto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/casto_casto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/casto-adj-an"	"casto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caudaloso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/caudaloso-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caudaloso_caudaloso-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caudaloso_caudaloso-adj-es-sense-caudaloso_caudaloso-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caudaloso_caudaloso-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/caudaloso-adj-an"	"caudaloso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cautivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cautivo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-adj-es-sense-cautivo_cautivo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cautivo-adj-an"	"cautivo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cauto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cauto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cauto_cauto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cauto_cauto-adj-es-sense-cauto_cauto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cauto_cauto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cauto-adj-an"	"cauto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"centenario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/centenario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centenario_centenario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centenario_centenario-adj-es-sense-centenario_centenario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centenario_centenario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/centenario-adj-an"	"centenario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cercano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cercano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cercano_cercano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cercano_cercano-adj-es-sense-cercano_cercano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cercano_cercano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cercano-adj-an"	"cercano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"checheno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/checheno-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checheno_checheno-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checheno_checheno-adj-es-sense-checheno_checheno-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checheno_checheno-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/checheno-adj-an"	"checheno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
